Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power,Day_Night
2017-01-18 10:00:00,-0.4800550833945716,-0.8558665739061718,-0.7043241512708045,0.4394825925086786,0.431478097312023,0.0902836476966181,0.1282946327560057,0.400265063343711,0.0187,day
2017-01-18 11:00:00,-0.2760713069348495,-1.0797585185294192,-0.5947404445997484,0.3521582456343946,0.0007879996940979,0.1492097660147345,0.1674597611280163,0.400265063343711,0.0171,day
2017-01-18 12:00:00,-0.1341695493976515,-1.0237855323736074,-0.4394968601490854,0.3327528352178871,-0.0814047670268801,0.1590307857344206,0.177251043221019,0.400265063343711,0.0651,day
2017-01-18 13:00:00,-0.0055710816295659,-1.0797585185294192,-0.348177104589872,0.2793879565724918,-0.1471589804036627,0.1786728251737927,0.1968336074070243,0.3456362673744209,0.1628,day
2017-01-18 14:00:00,0.0609453672159955,-1.135731504685231,-0.307083214588226,0.4297798873004246,0.0270896850448109,0.1688518054541067,0.1870423253140216,0.3729506653590659,0.2605,day
2017-01-18 15:00:00,0.056510937292958,-1.0797585185294192,-0.2796872879204619,0.2842393091766186,0.0501036597266848,0.0902836476966181,0.0989207864769978,0.3729506653590659,0.3582,day
2017-01-18 16:00:00,-0.0321776611677906,-0.8558665739061718,-0.2705553123645408,0.3667123034467753,0.5662742347344272,0.0509995688178738,0.0891295043839951,0.1271210834972594,0.4559,day
2017-01-18 17:00:00,-0.2405958675505501,-0.3521096985038653,-0.2979512390323047,0.0610770893867825,0.6484670014554053,0.0117154899391295,0.0597556581049872,0.1271210834972594,0.5536,day
2017-01-19 06:00:00,-0.7904651780071921,1.3830528723263016,-0.3892709945915181,-0.821869084564308,-0.3049690925079405,-0.4302303974467438,-0.2535653688710975,-0.8561972439499661,0.6595,day
2017-01-19 07:00:00,-0.7505553086998552,1.4390258584821134,-0.3436111168119115,-0.8364231423766887,-0.4726423366187358,-0.459693456605802,-0.2535653688710975,-0.9927692338731918,0.6017,day
2017-01-19 08:00:00,-0.6973421496234058,1.4390258584821134,-0.2842532756984227,-0.1475310725906728,0.1816120864802496,-0.4400514171664298,-0.3514781898011239,-0.4464812741802887,0.5438,day
2017-01-19 09:00:00,-0.58648140154747,1.1591609277030543,-0.2340274101408552,0.0513743841785289,0.1816120864802496,-0.3713042791286273,-0.3025217793361107,-0.2006516923184822,0.486,day
2017-01-19 10:00:00,-0.4756206534715341,0.8792959969239951,-0.1883675323612485,-0.065058078320516,-0.0814047670268801,-0.3909463185679995,-0.3416869077081213,-0.2006516923184822,0.4281,day
2017-01-19 11:00:00,-0.4667517936254591,0.8792959969239951,-0.1838015445832877,0.0222662685537675,-0.0518153710073281,-0.4105883580073716,-0.3808520360801319,-0.0913941003799017,0.3703,day
2017-01-19 12:00:00,-0.4135386345490101,0.8233230107681833,-0.1427076545816417,-0.1087202517576577,-0.4167512552484707,-0.4007673382876855,-0.3710607539871293,-0.0094509064259663,0.3183,day
2017-01-19 13:00:00,-0.342587755780411,0.6554040523007477,-0.1061797523579565,-0.1717878356113072,-0.5219579966513227,-0.3909463185679995,-0.3808520360801319,-0.0640797023952564,0.2722,day
