Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power,Day_Night
2017-01-16 06:00:00,-0.9101947859292028,1.4390258584821134,-0.5079866768184955,-0.6860312116487557,-0.8145642461780047,-0.970386482029478,-0.9291638332882802,-1.0473980298424823,0.1022,day
2017-01-16 07:00:00,-0.9057603560061652,1.4390258584821134,-0.5079866768184955,-0.4483149340465388,-0.6238770273853355,-0.980207501749164,-0.9487463974742856,-0.5830532641035145,0.1006,day
2017-01-16 08:00:00,-0.901325926083128,1.3830528723263016,-0.5079866768184955,-0.215450009048449,-0.3148322245144579,-1.2060909553019437,-1.1641546035203436,-0.4737956721649338,0.099,day
2017-01-16 09:00:00,-0.8747193465449032,1.3270798861704898,-0.4942887134846137,-0.1135716043617849,-0.34442162053401,-1.0293126003475943,-1.0074940900323013,-0.2006516923184822,0.0974,day
2017-01-16 10:00:00,-0.8392439071606037,1.271106900014678,-0.4668927868168495,-0.1523824251948,-0.4726423366187358,-1.0882387186657108,-1.0564505004973146,-0.2279660903031275,0.0958,day
2017-01-16 11:00:00,-0.8481127670066786,1.4949988446379254,-0.4257988968152035,-0.2105986564443222,-0.4068881232419535,-1.0293126003475943,-0.987911525846296,-0.2279660903031275,0.0941,day
2017-01-16 12:00:00,-0.8348094772375664,1.5509718307937372,-0.4029689579254002,-0.3221797663392403,-0.6271647380541748,-1.1962699355822577,-1.154363321427341,-0.337223682241708,0.0925,day
2017-01-16 13:00:00,-0.821506187468454,1.5509718307937372,-0.3847050068135574,-0.4046527606093971,-0.6666172660802443,-1.392690329975979,-1.3306063991013888,-0.4464812741802887,0.0909,day
2017-01-16 14:00:00,-0.8170717575454165,1.5509718307937372,-0.3801390190355969,-0.3512878819640015,-0.5646982353462313,-1.4614374680137814,-1.4187279379384126,-0.4191668761956437,0.0893,day
2017-01-16 15:00:00,-0.8126373276223792,1.5509718307937372,-0.3755730312576361,-0.2833689455062253,-0.4101758339107926,-1.5007215468925257,-1.4578930663104233,-0.3645380802263533,0.0877,day
2017-01-16 16:00:00,-0.8126373276223792,1.606944816949549,-0.3664410557017148,-0.3464365293598745,-0.4101758339107926,-1.530184606051584,-1.467684348403426,-0.4737956721649338,0.0861,day
2017-01-16 17:00:00,-0.821506187468454,1.606944816949549,-0.3710070434796754,-0.3658419397763821,-0.3148322245144579,-1.559647665210642,-1.4970581946824335,-0.5011100701495791,0.0845,day
2017-01-17 06:00:00,-0.8702849166218657,1.3830528723263016,-0.4805907501507316,-0.0941661939452774,-0.0288013963254541,1.2589849943392608,1.3032484839163234,-0.1733372943338371,0.0636,day
2017-01-17 07:00:00,-0.883588206390978,1.3270798861704898,-0.4988547012625742,-0.1329770147782925,-0.0288013963254541,1.2491639746195748,1.3032484839163234,-0.2552804882877726,0.062,day
2017-01-17 08:00:00,-0.8658504866988284,1.3270798861704898,-0.4897227257066529,-0.3512878819640015,-0.3805864378912405,1.150953777422714,1.2249182271723025,-0.337223682241708,0.0604,day
2017-01-17 09:00:00,-0.8170717575454165,0.9912419692356188,-0.5079866768184955,-0.0165445522792474,-0.3246953565209754,1.0920276591045976,1.1074228420562706,-0.337223682241708,0.0588,day
2017-01-17 10:00:00,-0.7771618882380797,0.9912419692356188,-0.4668927868168495,-0.1717878356113072,-0.5219579966513227,0.9839964421880508,0.9899274569402388,-0.0094509064259663,0.0572,day
2017-01-17 11:00:00,-0.7549897386228923,0.935268983079807,-0.4577608112609282,-0.2008959512360685,-0.5581228140085532,0.9250703238699344,0.9409710464752256,-0.1733372943338371,0.0556,day
2017-01-17 12:00:00,-0.6973421496234058,0.7673500246123715,-0.4349308723711249,-0.0068418470709935,-0.42003896591731,0.8661442055518179,0.872432071824207,-0.0367653044106114,0.054,day
2017-01-17 13:00:00,-0.6663011401621437,0.5994310661449359,-0.4531948234829675,0.1144419680321782,-0.3049690925079405,0.8366811463927597,0.843058225545199,0.1544354814819045,0.0524,day
2017-01-17 14:00:00,-0.6663011401621437,0.4315121076775004,-0.5034206890405349,0.1338473784486857,-0.2852428284949059,0.8661442055518179,0.872432071824207,0.1544354814819045,0.0508,day
2017-01-17 15:00:00,-0.6751700000082187,0.3195661353658767,-0.5399485912642203,-0.0747607835287699,-0.4562037832745402,0.9054282844305622,0.901805918103215,0.1271210834972594,0.0492,day
2017-01-17 16:00:00,-0.6973421496234058,0.3195661353658767,-0.558212542376063,-0.5113825179001883,-0.7619608754765786,0.8563231858321319,0.8626407897312044,-0.0913941003799017,0.0476,day
2017-01-17 17:00:00,-0.821506187468454,0.7113770384565596,-0.5810424812658663,-0.9868150731046216,-0.6271647380541748,0.738470949195899,0.8038930971731885,-0.66499645805745,0.046,day
2017-01-18 06:00:00,-0.8968914961600905,0.1516471768984412,-0.795643906830018,-0.4289095236300314,0.1947629291556062,0.1492097660147345,0.2947464283370508,-0.2279660903031275,0.0251,day
2017-01-18 07:00:00,-0.8791537764679407,0.0956741907426294,-0.8002098946079786,0.0174149159496407,0.5860004987474621,0.0509995688178738,0.1576684790350137,-0.2552804882877726,0.0235,day
2017-01-18 08:00:00,-0.8924570662370529,0.0956741907426294,-0.8047758823859392,-0.0310986100916282,0.4643552040004147,0.0117154899391295,0.1380859148490084,-0.2006516923184822,0.0219,day
2017-01-18 09:00:00,-0.7150798693155556,-0.4080826846596771,-0.7819459434961359,0.6577934596943878,0.8588804842611094,0.0313575293785016,0.1087120685700004,0.3183218693897758,0.0203,day
