File,Bounds,Iterations,Agents,Best Params,Train RMSE,Test RMSE,Test R²
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",10,5,[2.47174638e+01 8.45557184e-05 8.45557184e-05],0.19993973192007766,0.2116788501436514,-0.06981230875640221
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",10,10,[20.          0.06993651  0.81995724],0.1094252641593785,0.1542064381069503,0.4322493153210243
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",10,15,[5.54792209e+00 8.78250850e-05 1.57354439e+00],0.10925049801324162,0.1549511253850234,0.42675255924137856
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",10,20,[30.          0.14230257  0.3430186 ],0.13481322560554201,0.12838670411826414,0.6064564898509781
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",25,5,[7.93167546e-03 1.88139449e-01 7.93167546e-05],0.18944785490321736,0.20550689637308184,-0.00833642491250508
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",25,10,[5.57328876 0.16       0.02123346],0.17556839553956086,0.18675743546442133,0.16726185611345412
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",25,15,[4.00000000e+01 1.39057358e-01 1.15375800e-04],0.18299312859975225,0.19760957799858014,0.06767219525809887
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",25,20,[16.          0.09440606  0.67307163],0.11789905005128104,0.14802240274658326,0.47687249617070104
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",30,5,[11.59348459  0.04900771  1.08418811],0.1071724619752417,0.14826477307199065,0.47515796669729815
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",30,10,[0.00966905 0.12885393 0.44474696],0.18165687071976117,0.19615927405881586,0.08130712929380257
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",30,15,[9.32004736e-03 1.88087951e-01 9.32004736e-05],0.18944434064484386,0.20550677071262774,-0.008335191786254637
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",30,20,[16.4307984   0.10227473  0.60637223],0.12097651993659748,0.1382510271434567,0.5436591067870865
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",35,5,[8.57142857 0.08571429 0.85714286],0.11627963565046925,0.14203734872518997,0.5183209371794016
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",35,10,[1.00093227e+01 1.04877981e-04 1.28526040e+00],0.10993835371355792,0.15554049724670102,0.42238345969940894
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",35,15,[1.97917002 0.13355201 0.04730903],0.1757192179271572,0.18850547170898047,0.15160016238443963
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",35,20,[4.00000000e+01 1.31957907e-01 1.69208985e-02],0.17391968452898576,0.1865463418670658,0.16914329493213676
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",40,5,[47.5         0.10728922  0.51806805],0.11867814954499417,0.1508902097715211,0.45640584349632163
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",40,10,[6.40314633 0.05188696 1.25      ],0.10869425222513736,0.15016211841666932,0.46163920239778566
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",40,15,[0.07153364 0.1475584  0.08797538],0.17892875618555673,0.19174925109363672,0.1221506179413624
Location3_daytime_week1.csv,"([0.01, 0.0001, 0.0001], [100.0, 1.0, 10.0])",40,20,[12.5         0.09234195  0.7159886 ],0.11678146138350508,0.14295765282832557,0.5120588190442843
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",10,5,[2.19896190e+02 1.44385662e-05 1.44385662e-05],0.2006903170237902,0.2120720998120681,-0.07379092182497926
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",10,10,[6.00000000e+02 8.52230874e-02 5.38088164e+01],0.07709034761627234,0.17296439696111912,0.2857239488351392
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",10,15,[8.89376013e+01 1.38875567e-02 8.00000000e+01],0.013557813111308421,0.1712212047937203,0.30004881652651727
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",10,20,[8.00000000e+02 2.69347743e-02 7.88449913e+01],0.025984402462348486,0.17134519832588957,0.2990346799316306
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",25,5,[8.28552095e+01 1.49645685e-01 1.87681919e-05],0.18359199951747415,0.1988414159826745,0.056012270241771245
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",25,10,[8.40000000e+02 2.74761931e-05 8.40000000e+01],0.00025112780740265696,0.17348348256748672,0.2814302700721619
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",25,15,[7.60000000e+02 1.64233120e-02 7.36111855e+01],0.016009068454675448,0.1696904726179951,0.31250811941031564
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",25,20,[8.0000000e+02 1.3337863e-02 8.0000000e+01],0.013048977041853965,0.1712168204833612,0.30008466213265206
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",30,5,[3.78327616e+01 2.79592802e-02 6.33333333e+01],0.026872293277515426,0.16788105093159908,0.32709150134103704
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",30,10,[6.75639053e+02 2.82283507e-02 6.81193940e+01],0.02716573974491497,0.16909496694565068,0.31732497131833737
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",30,15,[1.43350437e+02 1.21660603e-02 7.72645765e+01],0.0119093931535344,0.17052567154377177,0.30572393725538616
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",30,20,[1.24674639e-03 1.91118876e-01 1.02337398e+01],0.18838955305576893,0.20420068993905693,0.0044408570642003875
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",35,5,[5.71428571e+02 9.98009442e-02 5.39702920e+01],0.08980023131883572,0.17543436346213034,0.26517827831723284
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",35,10,[8.28571429e+02 3.25783748e-05 8.28571429e+01],0.000261831491544595,0.17326602281375372,0.2832305805000256
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",35,15,[7.71428571e+02 1.35832053e-02 7.71428571e+01],0.013282994053893913,0.17048985700413405,0.30601553635829537
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",35,20,[3.92208462e+02 1.26401214e-02 7.71428571e+01],0.012391636180864831,0.17046246524950806,0.30623851648625644
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",40,5,[2.26041678e+00 5.16395942e-02 7.50000000e+01],0.04765064450125579,0.17310948037111076,0.28452516955433904
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",40,10,[9.27268779e-04 1.88111470e-01 8.97529776e-06],0.1894567895149755,0.20552201238858905,-0.008484766305096425
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",40,15,[5.78404167e+02 1.21396545e-02 7.70171998e+01],0.011887099268772796,0.17041072700272125,0.3066595893080488
Location3_daytime_week1.csv,"([0.001, 1e-05, 1e-05], [1000.0, 1.5, 100.0])",40,20,[6.50000000e+02 2.77192903e-02 6.45877279e+01],0.026636007613948402,0.16815176012507402,0.3249196137454573
Location3_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",10,5,[1.10279992 0.13992177 0.38593832],0.1641408201096443,0.1650949747868706,0.34924072976659304
Location3_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",10,10,[6.         0.12766411 0.6       ],0.13408039006576344,0.1258529106916914,0.621836870427942
Location3_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",10,15,[7.         0.12829431 0.62409868],0.13158059117629833,0.12335388784544124,0.6367059048695174
Location3_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",10,20,[0.34942353 0.1424554  0.09217295],0.1774091188289734,0.19082951299908976,0.13055174764256516
Location3_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",25,5,[3.84619157 0.13475693 0.025221  ],0.17600370246470157,0.18871231036488884,0.14973731824820213
Location3_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",25,10,[8.         0.13697589 0.56696099],0.1356132021146412,0.12212659225357474,0.6438990495104093
Location3_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",25,15,[5.40713647 0.13104667 0.68      ],0.13393323270836213,0.12865772741538664,0.6047932017551477
Location3_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",25,20,[5.06313263 0.13390253 0.02152066],0.17595726424987948,0.18860719504158185,0.15068427019630615
Location3_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",30,5,[0.37022586 0.13333333 0.26666667],0.17545426096083971,0.18743095180760141,0.1612447025014162
Location3_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",30,10,[1.00350416 0.13479223 0.10768918],0.1749954306715251,0.18749581354175288,0.16066408829781764
Location3_daytime_week1.csv,"([0.1, 0.001, 0.001], [10.0, 0.5, 1.0])",30,15,[0.2696005  0.14399729 0.06929411],0.17760909060883592,0.19022786392164923,0.13602551434767862
